"prolificID","exp_version","trial","chaserInitialX","chaserInitialY","distractorSetStartingX","distractorSetStartingY","blockIsVolatile","miniBlock","chasingIsPresent","reportChasing","R-GPTS-reference","R-GPTS-persecution","spiritual-events","difficulty_halfway","difficulty_end","volatilityJudgment","noticeDifference","religiosity_general","religiosity_lens","religiosity_practice"
"559b8c79fdf99b5ae13fd3d1","Pilot2",28,83.2852244858924,87.8327891681868,"91,159,269,397,543,80,145,335,456,549,100,203,333,411,539,42,197,318","68,46,60,27,59,173,192,245,203,216,320,326,352,372,392,549,542,533","1","miniBlockChasingIsDominant_Yes",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",29,414.640930415496,491.915110058909,"50,212,333,451,516,74,158,309,393,564,82,195,309,441,527,42,190,310","26,83,77,97,46,231,202,196,175,196,324,388,325,368,336,485,535,545","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",30,543.254104990181,328.940303795614,"45,162,319,411,503,70,208,337,407,568,61,213,308,413,517,74,141,268","54,58,99,42,98,203,216,206,213,207,332,370,339,377,353,530,488,503","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",31,574.444057674682,446.758799062723,"68,142,313,380,551,20,186,294,403,503,70,203,306,433,552,59,196,294","66,97,57,75,70,214,250,244,233,180,383,400,373,388,392,501,518,504","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",32,562.33501293875,219.544238450727,"26,161,298,438,518,37,182,280,409,559,55,202,321,413,524,24,182,293","70,73,66,83,34,194,195,248,171,188,375,388,389,400,390,475,546,549","1","miniBlockChasingIsDominant_Yes",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",33,207.796132613537,134.880374876092,"35,217,295,434,555,21,182,299,454,554,63,203,260,388,508,60,205,332","59,94,65,61,88,200,246,173,213,226,377,345,395,378,379,513,503,480","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",34,388.189841766367,97.2359112463214,"86,165,333,445,560,73,189,295,382,537,47,203,297,413,530,91,183,265","71,89,38,21,79,191,244,233,235,212,384,345,347,374,358,481,491,521","1","miniBlockChasingIsDominant_Yes",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",35,NA,NA,"22,201,313,402,507,81,203,323,430,516,80,177,289,407,539,91,220,317,385","44,39,78,56,93,247,230,207,226,171,324,331,347,342,354,471,496,523,541","1","miniBlockChasingIsDominant_Yes",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",36,559.664124482654,551.948220283191,"25,219,271,450,560,26,150,320,403,509,74,202,335,392,552,73,212,321","63,79,21,80,28,243,211,189,234,182,363,340,376,382,374,485,509,487","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",37,518.488410417394,311.010898851031,"34,181,315,424,547,61,177,314,433,537,25,206,308,439,505,78,154,289","20,65,53,39,91,173,184,197,220,204,367,369,392,370,377,543,531,500","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",38,91.0169742521099,573.687583412221,"79,142,317,403,543,57,202,290,453,519,52,155,300,428,576,56,180,295","68,99,33,55,64,230,227,195,235,212,327,384,357,354,385,528,470,475","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",39,NA,NA,"90,196,321,433,519,32,150,265,456,507,71,209,289,433,576,85,164,329,453","39,76,44,47,98,170,198,229,229,175,346,383,356,359,393,525,490,540,532","1","miniBlockChasingIsDominant_Yes",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",40,137.501903112364,463.853803029827,"26,176,321,402,546,37,158,283,442,527,27,180,310,399,565,39,157,296","42,55,96,66,27,213,193,209,173,238,366,377,360,373,398,508,525,525","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",41,510.212746181573,380.915735839427,"83,188,289,386,505,99,152,293,447,524,35,164,315,412,501,54,157,308","88,93,63,76,60,239,192,176,174,204,352,367,382,381,361,526,517,534","1","miniBlockChasingIsDominant_Yes",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",42,415.967963708632,59.2943856698599,"60,172,275,413,526,48,162,319,435,532,51,196,287,459,521,59,152,337","23,20,75,100,26,236,221,230,250,229,387,362,367,374,379,480,483,471","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",43,303.62556481351,530.603878944536,"89,176,281,395,508,68,198,278,438,572,52,215,338,406,558,98,158,312","43,63,77,100,66,171,178,224,240,243,374,325,360,376,388,513,490,482","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",44,226.225312860204,146.674540785995,"23,148,262,458,529,70,195,281,385,562,91,181,300,420,517,67,195,275","36,68,69,74,27,239,225,181,192,170,338,348,328,387,365,526,472,493","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",45,526.109805736847,180.414825503678,"37,167,299,416,527,49,148,332,402,501,68,159,282,435,578,79,193,305","24,72,53,82,29,211,216,205,229,211,355,350,321,347,375,516,523,522","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",46,460.577528909398,72.453685565796,"38,210,328,444,522,71,159,267,384,538,79,178,319,380,562,80,210,321","84,79,98,57,87,172,177,205,174,184,367,340,374,376,349,501,538,528","1","miniBlockChasingIsDominant_Yes",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",47,196.287032243164,162.097915308174,"76,177,323,456,534,46,193,330,443,523,85,153,266,422,539,72,176,339","55,44,49,30,68,232,230,231,175,219,375,339,334,379,328,512,494,547","1","miniBlockChasingIsDominant_Yes",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",48,NA,NA,"43,170,302,408,570,21,183,284,433,514,20,155,336,446,559,70,208,276,443","61,78,65,72,79,195,232,172,202,224,347,344,326,360,334,546,541,473,502","1","miniBlockChasingIsDominant_Yes",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",49,485.056170863871,28.9486459990261,"93,206,289,418,568,37,166,274,442,572,43,181,308,441,563,60,200,262","92,27,80,21,57,231,175,184,235,173,344,325,381,379,377,476,488,509","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",50,21.8808262795524,305.236578977966,"48,163,326,430,543,46,143,335,431,579,36,219,301,406,500,32,153,267","72,90,61,91,27,189,196,211,181,182,395,387,378,323,362,537,471,539","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",51,NA,NA,"44,184,298,430,546,41,190,291,442,554,57,141,292,395,503,65,189,312,407","22,42,77,73,75,210,206,222,197,174,360,391,359,349,347,482,476,546,539","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",52,304.65924876473,54.1556440154717,"32,176,319,396,510,54,158,302,445,544,63,143,295,431,529,30,191,293","66,58,62,46,25,174,175,181,213,185,395,390,345,386,352,506,512,484","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",53,NA,NA,"99,191,315,456,558,47,148,331,431,545,75,159,333,443,511,41,140,298,392","84,41,90,99,26,188,174,202,241,205,362,362,321,335,377,495,521,513,538","0","miniBlockChasingIsDominant_Equal",0,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",54,NA,NA,"75,140,288,457,521,34,202,327,432,507,68,193,278,440,566,69,153,261,404","85,64,48,78,50,202,248,187,215,237,390,381,368,398,345,483,509,520,481","0","miniBlockChasingIsDominant_Equal",0,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",55,NA,NA,"96,176,273,455,513,59,216,294,436,557,99,178,302,387,542,84,199,309,430","36,45,33,54,30,200,234,187,182,187,383,344,378,346,395,519,488,514,505","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",56,52.7041069038714,571.309224438911,"99,196,296,437,504,96,178,279,380,546,38,212,282,406,512,46,140,304","52,60,69,51,58,208,187,199,242,192,394,395,367,321,335,495,482,529","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",57,46.1199741488206,175.086802346296,"27,149,312,452,575,51,218,271,450,530,40,209,272,416,510,67,189,266","55,79,99,71,71,250,247,221,243,224,324,389,376,367,374,528,475,500","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",58,20.0557965526288,222.232234548364,"80,162,293,400,506,22,150,270,418,563,24,179,282,425,517,46,169,331","24,32,66,82,25,222,212,216,187,177,341,347,375,333,384,477,519,534","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",59,NA,NA,"98,191,313,397,537,98,145,321,453,530,91,188,271,427,562,68,145,277,441","43,87,65,83,23,241,209,190,220,231,347,334,327,376,345,492,540,485,521","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",60,NA,NA,"24,146,291,406,535,80,213,277,401,541,41,152,306,397,537,55,161,339,454","72,35,98,31,79,219,196,172,188,180,348,344,363,395,347,519,542,543,501","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",61,52.7003113165528,211.857472586249,"70,141,306,460,551,75,201,276,457,545,85,148,267,419,557,20,149,304","78,63,35,47,98,175,220,224,208,185,321,388,320,343,340,486,545,541","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",62,NA,NA,"21,191,303,415,502,48,211,286,433,537,69,166,301,392,575,24,162,340,386","100,25,23,55,83,237,219,197,225,193,322,378,355,361,394,512,518,502,495","0","miniBlockChasingIsDominant_Equal",0,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",63,34.0501114828969,463.825245391741,"67,197,334,398,529,97,156,329,456,555,55,172,330,407,561,20,161,281","53,49,22,85,92,224,213,220,240,188,371,328,373,373,335,515,523,498","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",64,533.998003484332,77.3690058511662,"41,175,293,454,569,41,145,275,415,510,77,211,271,458,514,38,155,331","79,26,68,53,99,242,190,173,210,249,395,382,333,338,363,499,513,497","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",65,NA,NA,"58,215,273,384,522,97,174,325,400,514,97,217,325,381,519,100,155,302,392","90,61,45,33,40,178,231,235,170,193,396,373,329,396,339,497,474,471,549","0","miniBlockChasingIsDominant_Equal",0,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",66,NA,NA,"28,148,337,429,579,54,155,327,408,506,61,186,313,416,531,85,158,268,381","93,92,57,73,27,245,250,243,181,216,345,363,391,336,359,474,506,476,500","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",67,NA,NA,"26,201,319,414,579,49,179,333,451,552,73,188,329,401,543,60,182,313,384","37,93,92,94,65,232,198,250,248,227,340,379,379,341,341,530,473,483,549","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",68,56.4223373565165,159.219848499535,"44,147,299,418,571,100,182,305,401,580,22,202,332,442,515,30,218,294","60,97,21,79,52,190,182,218,229,250,385,364,348,350,336,505,497,520","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",69,NA,NA,"72,150,335,444,523,70,173,297,437,505,72,142,321,457,566,84,184,297,402","41,45,32,49,83,171,241,246,228,221,349,393,335,391,330,544,489,544,499","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",70,519.725388102346,298.261543526647,"51,148,266,438,552,90,170,323,402,568,100,191,273,406,548,96,177,326","49,30,61,80,38,193,196,233,173,174,361,396,327,371,349,499,503,513","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",71,141.650633704208,245.341634419948,"83,179,305,428,535,76,206,304,446,569,58,209,304,450,512,93,213,323","31,49,40,39,29,233,188,183,180,187,397,376,385,345,370,527,530,487","0","miniBlockChasingIsDominant_Equal",1,1,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",72,NA,NA,"76,177,340,404,538,68,175,277,386,530,33,211,331,431,564,43,174,302,397","34,35,38,50,38,195,178,227,186,239,335,383,329,333,351,539,524,508,522","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",73,NA,NA,"48,166,292,434,568,33,162,288,434,530,21,185,268,410,539,73,215,311,416","46,82,32,96,58,182,245,227,228,236,339,363,339,374,321,549,482,520,474","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",74,250.186122058101,117.5775491242,"100,162,265,394,527,50,173,270,388,520,43,146,311,449,505,40,155,293","21,88,32,84,45,200,170,210,234,227,367,349,341,352,397,528,489,513","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",75,NA,NA,"60,169,311,381,530,35,157,304,419,549,61,151,304,396,568,31,208,288,456","70,32,95,65,85,214,199,199,216,246,323,329,349,392,338,492,497,512,476","0","miniBlockChasingIsDominant_Equal",0,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",76,418.86717587059,523.397331168971,"24,208,274,457,528,62,189,338,427,557,38,188,329,434,558,29,164,321","83,62,92,56,29,196,213,223,248,249,323,391,341,330,383,503,500,477","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
"559b8c79fdf99b5ae13fd3d1","Pilot2",77,223.833004169526,29.1248307256007,"80,199,273,381,547,27,168,320,380,565,46,167,290,449,501,49,145,339","76,30,74,31,56,186,176,241,213,244,328,358,379,342,349,521,532,517","0","miniBlockChasingIsDominant_Equal",1,0,2,0,0,99,100,"didNotNotice","""I did not notice any difference at all.""",0,0,0
